0.305	1.628039153534647	0.177918
0.315	1.5954688327472821	0.134039
0.325	1.6164472394156042	0.110359
0.335	1.5567166816645717	0.095878
0.345	1.7125194762392715	0.094626
0.355	1.823720292942897	0.095107
0.365	1.8141135775047823	0.088905
0.375	1.8538773562507784	0.087711
0.385	2.1134483062739484	0.090427
0.395	2.0983039765523976	0.080686
0.405	2.320783945733236	0.081637
0.415	2.283349272778554	0.076633
0.425	2.4493525004896934	0.081211
0.435	2.470079013286344	0.074423
0.445	2.618057307601476	0.079272
0.455	2.6588103927658278	0.073914
0.46499999999999997	2.8887832196333094	0.07924
0.475	3.132052473451308	0.084451
0.485	3.2884036676007162	0.085487
0.495	3.3884526260220427	0.082383
0.501	3.40864343227399	0.100246
0.503	3.4763770096229454	0.092142
0.505	3.561202844050969	0.091889
0.507	3.5458199742183085	0.097979
0.509	3.566257051946059	0.109031
0.511	3.6269831421406304	0.10476
0.513	3.8329989835850493	0.117734
0.515	3.7721745518752483	0.110327
0.517	3.841837429978631	0.093541
0.519	3.920842229020605	0.100415
0.521	3.8407025347953243	0.103595
0.523	3.9863020300729626	0.116721
0.525	4.129828962988368	0.123866
0.527	4.107697095188559	0.099567
0.529	4.219039833329109	0.099104
0.531	4.212556412575912	0.124594
0.533	4.306464684269781	0.124589
0.535	4.468959080287562	0.10749
0.537	4.5976462267425	0.104262
0.539	4.582586355820761	0.112159
0.541	4.723831459845056	0.129506
0.543	4.855642557654769	0.12379
0.545	4.813778384113159	0.124244
0.547	5.0352246372726	0.135426
0.549	5.079632405793686	0.114052
0.551	5.107363316939473	0.12374
0.553	5.099558190320658	0.133888
0.555	5.318138810878085	0.132789
0.557	5.272463556294921	0.138291
0.559	5.239905159858156	0.108319
0.561	5.448544819555617	0.132315
0.563	5.582565532380473	0.138994
0.565	5.632614023318021	0.140956
0.567	5.601015874826629	0.132628
0.569	5.885294821976945	0.140734
0.571	5.792776755074721	0.13497
0.573	5.79903402751412	0.144595
0.575	6.014120197262052	0.117843
0.577	6.267487564951572	0.149689
0.579	6.110471665619668	0.141715
0.581	6.366142725568171	0.152757
0.583	6.4123386885644	0.134649
0.585	6.609119083632234	0.141281
0.587	6.7010108508796575	0.133984
0.589	6.714087468821443	0.150341
0.591	6.707262404058707	0.139745
0.593	7.0386997294774165	0.130162
0.595	7.2613834268676065	0.164603
0.597	7.57883514738511	0.161574
0.599	7.827667814383512	0.181472
0.601	7.726369629342005	0.145152
0.603	7.933402102838634	0.125298
0.605	8.05587732507206	0.142115
0.607	8.202951033290285	0.161675
0.609	8.310002389734093	0.16327
0.611	8.467521714829394	0.139306
0.613	8.58742552210974	0.130157
0.615	8.734933966315044	0.167955
0.617	8.983734509791761	0.176118
0.619	9.181635559444938	0.13266
0.621	9.330177053769804	0.16784
0.623	9.735286573708029	0.16634
0.625	9.710721552930977	0.168602
0.627	10.083180832911463	0.181138
0.629	10.275138275827501	0.167838
0.631	10.911071078910831	0.181617
0.633	10.941178041183848	0.171667
0.635	11.22378614010646	0.18723
0.637	11.412561292364511	0.194041
0.639	11.285632752162238	0.187354
0.641	11.899432012478936	0.180233
0.643	12.13436184105051	0.201417
0.645	12.28885958084115	0.163231
0.647	12.549143665138395	0.201778
0.649	13.248911240036527	0.194951
0.651	13.522160073687635	0.192996
0.653	13.755712903417301	0.210997
0.655	13.958547408771047	0.215357
0.657	14.320431284940105	0.218194
0.659	14.663325870277621	0.222427
0.661	14.902110389748264	0.207868
0.663	15.353115976834589	0.218547
0.665	15.853937784864145	0.203454
0.667	15.991758109147602	0.212772
0.669	16.417147437212975	0.233537
0.671	16.939196693307736	0.237129
0.673	17.751437417576035	0.230242
0.675	18.004477301076594	0.255416
0.677	18.559530400877538	0.257061
0.679	19.125607667458738	0.25256
0.681	19.657338137450004	0.253172
0.683	20.015288237632948	0.270194
0.685	20.791913984048765	0.280011
0.687	21.388704756710837	0.257781
0.689	21.631985039038636	0.263187
0.691	22.747737514273084	0.299048
0.693	22.953042048673577	0.257256
0.695	23.848518291088045	0.275975
0.697	24.58514471249691	0.302481
0.699	24.859085766182673	0.304431
0.701	25.455420232804073	0.314581
0.703	25.779135137058866	0.324898
0.705	26.53672352759152	0.307861
0.707	27.81358425034272	0.338494
0.709	27.893864699875156	0.328214
0.711	28.92108741666903	0.350228
0.713	29.82241077998736	0.351755
0.715	30.263862285346534	0.366794
0.717	31.343229963453652	0.358072
0.719	32.02969070673178	0.349981
0.721	32.578115849846746	0.387311
0.723	33.583750628296116	0.39614
0.725	33.763982742671004	0.388915
0.727	34.75917026835499	0.358729
0.729	35.402082549900506	0.406588
0.731	35.820399512577055	0.387958
0.733	37.11068807606219	0.393645
0.735	37.66408934950225	0.429545
0.737	38.68131961149217	0.389475
0.739	39.800206699962054	0.451241
0.741	39.97356863791885	0.397178
0.743	40.51505275500819	0.455207
0.745	40.72901363555806	0.402693
0.747	41.313436339880916	0.464089
0.749	42.22330885304589	0.464433
0.751	42.43301483810183	0.426551
0.753	42.771020356536056	0.449067
0.755	43.4332644521118	0.454161
